order number,employee id,employee name,employee name,employee_job_title,order date,order type,customer type,cust id,customer name,customer name,prod category,prod number,prod_name,quantity,price,order total
1107575,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/3/2020,Wholesale,Business,2651,Fadel Inc,Fadel Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1107657,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/14/2020,Retail,Individual,2678,Carmine Priestnall,Carmine Priestnall,Bath products,BP300,Mandarin and Olive Body Soap,3,$7.45 ,22.35
1107678,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/17/2020,Wholesale,Business,3515,Labadie Inc,Labadie Inc,Gift Basket,GB101,Infused EVOO Gift Basket,7,$75.00 ,525
1107707,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/20/2020,Wholesale,Business,4083,Swift Inc,Swift Inc,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1107720,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/23/2020,Retail,Individual,3660,Ilise Wasiela,Ilise Wasiela,Bath products,BP302,Mandarin and Olive Candle,4,$6.99 ,27.96
1107733,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/24/2020,Retail,Individual,2013,Rourke Bernardt,Rourke Bernardt,Bath products,BP501,Vanilla and Olive Bath Salts,3,$8.50 ,25.5
1107741,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/25/2020,Retail,Individual,1913,Tann Angear,Tann Angear,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104
1107743,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/26/2020,Retail,Individual,2539,Gipsy MacLeod,Gipsy MacLeod,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,$26.00 ,52
1107782,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,12/31/2020,Retail,Individual,3366,Marijn Alden,Marijn Alden,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
1107872,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,1/14/2021,Retail,Individual,2863,Charmine Eyers,Charmine Eyers,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,$16.75 ,50.25
1107872,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,1/14/2021,Retail,Individual,2863,Charmine Eyers,Charmine Eyers,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,$16.75 ,50.25
1107934,900019019,Alexandra Kundt,Alexandra Kundt,Senior Sales Associate,1/22/2021,Wholesale,Business,2651,Fadel Inc,Fadel Inc,Bath products,BP102,Lavender and Olive Candle,4,$6.99 ,27.96
1102878,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/1/2019,Retail,Individual,1961,Merrel Drawmer,Merrel Drawmer,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,$5.99 ,23.96
1102928,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/8/2019,Retail,Individual,2392,Janaya Cozzi,Janaya Cozzi,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1102966,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/13/2019,Retail,Individual,4005,Arie Blues,Arie Blues,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,$26.00 ,78
1102971,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/14/2019,Retail,Individual,2408,Glynis Laguerre,Glynis Laguerre,Gift Basket,GB103,Lemon EVOO Gift Basket,4,$75.00 ,300
1103073,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/2/2019,Retail,Individual,4032,Marty Tokley,Marty Tokley,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
1103076,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/3/2019,Retail,Individual,3965,Annelise Genders,Annelise Genders,Gift Basket,GB100,Organic EVOO Gift Basket,2,$70.00 ,140
1103288,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,4/4/2019,Retail,Business,2831,Fadel Group,Fadel Group,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
1103302,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,4/6/2019,Retail,Individual,1573,Danell Willwood,Danell Willwood,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,$114.00 ,342
1103303,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,4/6/2019,Retail,Individual,1685,Kacie MacAvaddy,Kacie MacAvaddy,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49
1103393,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,4/18/2019,Retail,Individual,4075,Aime Burhouse,Aime Burhouse,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,3,$19.50 ,58.5
1103450,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,4/26/2019,Retail,Individual,3400,Jessika Patriche,Jessika Patriche,Bath products,BP501,Vanilla and Olive Bath Salts,4,$8.50 ,34
1103529,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,5/5/2019,Retail,Individual,1950,Catlee Royle,Catlee Royle,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936
1103669,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,5/25/2019,Wholesale,Business,2744,Gerhold Group,Gerhold Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,9,$234.00 ,2106
1103768,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/10/2019,Retail,Individual,3208,Christyna Ciobutaru,Christyna Ciobutaru,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180
1103791,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/14/2019,Retail,Individual,2996,Hasty Fontell,Hasty Fontell,Bath products,BP500,Vanilla and Olive Oil Body Soap,1,$7.45 ,7.45
1103798,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/15/2019,Retail,Individual,3400,Jessika Patriche,Jessika Patriche,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75
1103807,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/16/2019,Retail,Individual,1174,Janaye Liddle,Janaye Liddle,Bath products,BP505,Vanilla and Olive Oil Lotion,4,$9.99 ,39.96
1103820,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/18/2019,Retail,Individual,3965,Annelise Genders,Annelise Genders,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1103914,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/1/2019,Retail,Individual,1879,Gunner Malbon,Gunner Malbon,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,$70.00 ,140
1103954,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/5/2019,Retail,Individual,2630,Robin Kidwell,Robin Kidwell,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135
1103992,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/10/2019,Retail,Individual,2408,Glynis Laguerre,Glynis Laguerre,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1103983,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/10/2019,Retail,Individual,1676,Cathlene Bayless,Cathlene Bayless,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,$114.00 ,456
1103984,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/10/2019,Retail,Individual,4108,Waylen O'Mohun,Waylen O'Mohun,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,$5.99 ,23.96
1104193,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/7/2019,Wholesale,Business,2608,Rempel Group,Rempel Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,$234.00 ,234
1104188,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/7/2019,Retail,Individual,3277,Dulciana Pickup,Dulciana Pickup,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1104236,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/14/2019,Retail,Individual,3277,Dulciana Pickup,Dulciana Pickup,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,$114.00 ,456
1104244,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/15/2019,Retail,Individual,2630,Robin Kidwell,Robin Kidwell,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135
1104296,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/22/2019,Retail,Individual,2215,Nata Cockett,Nata Cockett,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1104306,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/24/2019,Retail,Individual,3671,Maryl Mathet,Maryl Mathet,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1104352,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/30/2019,Wholesale,Business,2174,Cummings LLC,Cummings LLC,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468
1104366,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/1/2019,Retail,Individual,1676,Cathlene Bayless,Cathlene Bayless,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52
1104375,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/3/2019,Retail,Individual,3038,Noam Mariyushkin,Noam Mariyushkin,Bath products,BP305,Mandarin and Olive Oil Lotion,1,$9.99 ,9.99
1104387,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/4/2019,Retail,Individual,4005,Arie Blues,Arie Blues,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1104516,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/25/2019,Retail,Individual,1174,Janaye Liddle,Janaye Liddle,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180
1104582,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/5/2019,Retail,Individual,1220,Fonz Fidell,Fonz Fidell,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228
1104676,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/19/2019,Wholesale,Business,2174,Cummings LLC,Cummings LLC,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,$234.00 ,1170
1104734,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/26/2019,Retail,Individual,2215,Nata Cockett,Nata Cockett,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,$70.00 ,70
1104813,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,11/7/2019,Retail,Individual,1220,Fonz Fidell,Fonz Fidell,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1104944,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,11/26/2019,Wholesale,Business,2744,Gerhold Group,Gerhold Group,Bath products,BP501,Vanilla and Olive Bath Salts,14,$8.50 ,119
1105159,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,12/28/2019,Retail,Individual,1573,Danell Willwood,Danell Willwood,Gift Basket,GB103,Lemon EVOO Gift Basket,4,$75.00 ,300
1105181,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,12/31/2019,Wholesale,Business,2744,Gerhold Group,Gerhold Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,7,$234.00 ,1638
1105206,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,1/3/2020,Retail,Individual,1116,Lucinda Dangerfield,Lucinda Dangerfield,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1105219,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,1/5/2020,Retail,Individual,2630,Robin Kidwell,Robin Kidwell,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,$19.50 ,39
1105369,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,1/28/2020,Retail,Individual,2248,Tania Bover,Tania Bover,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78
1105441,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/6/2020,Retail,Individual,1116,Lucinda Dangerfield,Lucinda Dangerfield,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,$45.00 ,135
1105472,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/12/2020,Retail,Individual,2179,Arly Jose,Arly Jose,Gift Basket,GB101,Infused EVOO Gift Basket,2,$75.00 ,150
1105495,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/15/2020,Retail,Individual,2665,Spence Haet,Spence Haet,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1105580,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,2/28/2020,Retail,Individual,3935,Dena Munns,Dena Munns,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,$45.00 ,135
1105600,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/1/2020,Retail,Individual,3665,Bliss Cordoba,Bliss Cordoba,Gift Basket,GB106,Basil EVOO Gift Basket,3,$75.00 ,225
1105683,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/13/2020,Retail,Individual,2601,Whitby Shepeard,Whitby Shepeard,Gift Basket,GB102,Rosmary EVOO Gift Basket,4,$75.00 ,300
1105708,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/16/2020,Wholesale,Business,2608,Rempel Group,Rempel Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,8,$234.00 ,1872
1105737,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/21/2020,Retail,Individual,3855,Gratiana Miere,Gratiana Miere,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,$14.50 ,58
1105796,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,3/28/2020,Retail,Individual,3665,Bliss Cordoba,Bliss Cordoba,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
1105838,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,4/3/2020,Retail,Individual,3038,Noam Mariyushkin,Noam Mariyushkin,Gift Basket,GB300,Deluxe Bath Gift Basket,1,$115.00 ,115
1106046,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,5/8/2020,Retail,Individual,2179,Arly Jose,Arly Jose,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1106072,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,5/11/2020,Retail,Individual,1961,Merrel Drawmer,Merrel Drawmer,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
1106099,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,5/14/2020,Retail,Individual,2869,Bentley Cawsby,Bentley Cawsby,Bath products,BP100,Lavender and Olive Body Soap,3,$7.45 ,22.35
1106135,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,5/17/2020,Retail,Individual,1918,Tisha Underhill,Tisha Underhill,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,$24.50 ,24.5
1106266,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/6/2020,Retail,Individual,4018,Billie Barnewille,Billie Barnewille,Gift Basket,GB103,Lemon EVOO Gift Basket,1,$75.00 ,75
1106423,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/27/2020,Retail,Individual,4075,Aime Burhouse,Aime Burhouse,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
1106415,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/27/2020,Retail,Individual,2392,Janaya Cozzi,Janaya Cozzi,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,$114.00 ,456
1106424,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,6/28/2020,Retail,Individual,3171,Maia Baudino,Maia Baudino,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34
1106466,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/3/2020,Retail,Individual,1470,Nolly Kippax,Nolly Kippax,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,$26.00 ,52
1106514,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/8/2020,Retail,Individual,2726,Eb Jurczik,Eb Jurczik,Gift Basket,GB101,Infused EVOO Gift Basket,3,$75.00 ,225
1106566,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/14/2020,Retail,Individual,4108,Waylen O'Mohun,Waylen O'Mohun,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78
1106662,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/27/2020,Wholesale,Business,3737,Gulgowski LLC,Gulgowski LLC,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,12,$234.00 ,2808
1106661,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/27/2020,Retail,Individual,3208,Christyna Ciobutaru,Christyna Ciobutaru,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30
1106666,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/27/2020,Retail,Individual,3665,Bliss Cordoba,Bliss Cordoba,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,$27.00 ,54
1106672,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/28/2020,Retail,Individual,2726,Eb Jurczik,Eb Jurczik,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17
1106701,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,7/31/2020,Retail,Individual,1470,Nolly Kippax,Nolly Kippax,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1106733,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/5/2020,Retail,Individual,4018,Billie Barnewille,Billie Barnewille,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104
1106747,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/7/2020,Retail,Individual,3855,Gratiana Miere,Gratiana Miere,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58
1106819,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/17/2020,Retail,Individual,4012,Krissie Krienke,Krissie Krienke,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228
1106839,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,8/19/2020,Retail,Individual,2869,Bentley Cawsby,Bentley Cawsby,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
1106933,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/2/2020,Retail,Individual,3659,Chuck Sarvar,Chuck Sarvar,Bath products,BP505,Vanilla and Olive Oil Lotion,2,$9.99 ,19.98
1106994,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/10/2020,Wholesale,Business,3737,Gulgowski LLC,Gulgowski LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,13,$234.00 ,3042
1107060,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,9/21/2020,Retail,Individual,3659,Chuck Sarvar,Chuck Sarvar,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1107128,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/1/2020,Retail,Individual,3935,Dena Munns,Dena Munns,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,$234.00 ,468
1107165,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/7/2020,Retail,Individual,1918,Tisha Underhill,Tisha Underhill,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
1107211,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/13/2020,Retail,Business,2831,Fadel Group,Fadel Group,Bath products,BP102,Lavender and Olive Candle,1,$6.99 ,6.99
1107260,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,10/20/2020,Wholesale,Business,2174,Cummings LLC,Cummings LLC,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,7,$234.00 ,1638
1107371,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,11/6/2020,Retail,Individual,1232,Selia Albrighton,Selia Albrighton,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1107394,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,11/10/2020,Retail,Individual,2337,Worthington MacGettigen,Worthington MacGettigen,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35
1107436,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,11/15/2020,Wholesale,Business,2608,Rempel Group,Rempel Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,13,$234.00 ,3042
1107476,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,11/20/2020,Retail,Individual,3671,Maryl Mathet,Maryl Mathet,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,$26.00 ,26
1107621,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,12/9/2020,Wholesale,Business,3658,Mayert Group,Mayert Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,14,$234.00 ,3276
1107717,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,12/22/2020,Retail,Individual,1232,Selia Albrighton,Selia Albrighton,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1107760,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,12/27/2020,Retail,Individual,2996,Hasty Fontell,Hasty Fontell,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1107770,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,12/28/2020,Retail,Individual,2337,Worthington MacGettigen,Worthington MacGettigen,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936
1107861,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,1/12/2021,Retail,Individual,1950,Catlee Royle,Catlee Royle,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150
1107896,900018213,Alisha Hendricks,Alisha Hendricks,Senior Sales Representative,1/17/2021,Retail,Individual,2976,Modesty Loche,Modesty Loche,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342
